YouTube ID,start seconds,end seconds,label,split
fjWN2sQcR2s,30000,38000,frog croaking,decoder_train
ftVOFLwSxCg,22000,30000,turkey gobbling,decoder_train
fzOqjKHcx0w,229000,237000,"bee, wasp, etc. buzzing",decoder_train
g2at4AqJsqk,142000,150000,dog growling,decoder_train
g9Qah25_yH0,14000,22000,people humming,decoder_train
gAqXWyyk1BE,30000,38000,people eating,decoder_train
gGmvLozUXgE,24000,32000,singing bowl,decoder_train
gM1DIbory6A,120000,128000,playing trombone,decoder_train
gPekns88rQA,270000,278000,bouncing on trampoline,decoder_train
gd2-qjVH_DI,20000,28000,crow cawing,decoder_train
gd2-qjVH_DI,32000,40000,crow cawing,decoder_train
gh4oE_5g4YY,439000,447000,people running,decoder_train
gqYkg6Y3MHg,11000,19000,dog howling,decoder_train
guGNQyMTm8Y,101000,109000,playing castanets,decoder_train
h3RdxdQEv4U,85000,93000,pig oinking,decoder_train
hIo3lkALDlg,50000,58000,helicopter,decoder_train
hT2FAykn0Ao,35000,43000,baby crying,decoder_train
hcOkk03PnZE,110000,118000,playing squash,decoder_train
hp-1ncwHRto,26000,34000,people cheering,decoder_train
hpLvqSrTRTQ,30000,38000,playing badminton,decoder_train
hrqspJV1DT8,99000,107000,lions growling,decoder_train
hsBRizlT4Gw,160000,168000,playing squash,decoder_train
hzcbx3uU3SI,73000,81000,thunder,decoder_train
i3022Z7Sm-A,123000,131000,"electric shaver, electric razor shaving",decoder_train
i8kGE-XRat4,11000,19000,singing bowl,decoder_train
iAK8xAOUob8,297000,305000,playing banjo,decoder_train
iUoFC-GUq8o,113000,121000,playing djembe,decoder_train
idS-vH-vTw0,111000,119000,playing badminton,decoder_train
ieZmQbzQYtw,0,8000,playing gong,decoder_train
ipSnR0fR_uA,44000,52000,striking pool,decoder_train
ipx_reb1Kfc,0,8000,baby babbling,decoder_train
ivJmbhteIKE,28000,36000,ambulance siren,decoder_train
j1JUsTMZcuY,4000,12000,dog barking,decoder_train
j7Vej9AOKY0,31000,39000,lions growling,decoder_train
jBbwzM6A6Bo,42000,50000,playing harmonica,decoder_train
jEP-WEblweY,115000,123000,train horning,decoder_train
jPKhBkLgFLk,16000,24000,people clapping,decoder_train
jUBBGxyAN4M,19000,27000,cat meowing,decoder_train
jZ9mYtCAGf8,150000,158000,cattle mooing,decoder_train
jii46gf1UkM,140000,148000,playing squash,decoder_train
jr2kxASSRBY,30000,38000,baby crying,decoder_train
jzBR9ihZBbI,140000,148000,playing squash,decoder_train
k3AYfr6PIgs,19000,27000,dog bow-wow,decoder_train
kAOsa6_9wBY,103000,111000,spraying water,decoder_train
kTu8XtF-gzc,57000,65000,"bird chirping, tweeting",decoder_train
kVuG_F3qCuY,176000,184000,playing bassoon,decoder_train
kZQkCqkUBVA,168000,176000,skidding,decoder_train
kcVxxsZdhds,30000,38000,playing ukulele,decoder_train
kdanFLQ7A_s,0,8000,"race car, auto racing",decoder_train
kjGjMDpTzvs,320000,328000,"race car, auto racing",decoder_train
kps82JmgoVg,74000,82000,airplane,decoder_train
l-iIfi3SNpw,120000,128000,people screaming,decoder_train
l-kcXXZIVLs,190000,198000,people sobbing,decoder_train
l0wtTeAUdhI,69000,77000,writing on blackboard with chalk,decoder_train
l5g1RkSYZdw,30000,38000,tapping guitar,decoder_train
l9ElMSuNwnI,134000,142000,police radio chatter,decoder_train
lF1C6JSDZJU,209000,217000,disc scratching,decoder_train
lI3P985JB7k,105000,113000,"race car, auto racing",decoder_train
lNg2y6SRZPo,220000,228000,ripping paper,decoder_train
lO1rUT_MTjk,210000,218000,playing sitar,decoder_train
lP20BVmwPpU,108000,116000,playing double bass,decoder_train
lRyNx9_7NIM,110000,118000,ambulance siren,decoder_train
lh9MwUqQI0Q,66000,74000,people coughing,decoder_train
lm8Q2xGOvbQ,16000,24000,playing bugle,decoder_train
lqWv4X8OhkA,300000,308000,yodelling,decoder_train
lqeAf-DqE3I,140000,148000,playing steelpan,decoder_train
lqnw0Q13tDc,30000,38000,car engine knocking,decoder_train
lzXvsIeFtDI,327000,335000,playing bass guitar,decoder_train
mCaniZpghFE,310000,318000,duck quacking,decoder_train
mDovspDoLAE,30000,38000,sliding door,decoder_train
mGKX6kwKvSE,340000,348000,eating with cutlery,decoder_train
mK_y20VBdZM,307000,315000,volcano explosion,decoder_train
mNkqURQhM0c,41000,49000,toilet flushing,decoder_train
mZ_z2lorJeY,70000,78000,stream burbling,decoder_train
mcrf1Mb99d4,68000,76000,basketball bounce,decoder_train
mh6JxDJ0Bno,30000,38000,playing flute,decoder_train
mjhlzNVpnXs,26000,34000,playing bassoon,decoder_train
mr8uEQKL1GY,161000,169000,running electric fan,decoder_train
mxy5qcJckDQ,195000,203000,playing bass drum,decoder_train
myOH_8igzTw,161000,169000,people screaming,decoder_train
n-1ho8xiSGU,2000,10000,beat boxing,decoder_train
n6lloBIIZ-k,30000,38000,"female speech, woman speaking",decoder_train
nEX4I5j6H-Y,151000,159000,playing congas,decoder_train
nMUUYby3ZQQ,64000,72000,orchestra,decoder_train
n_k5FKt3X64,30000,38000,cap gun shooting,decoder_train
nbPY6Y1ffgo,40000,48000,chainsawing trees,decoder_train
nb_7c2xPKYA,400000,408000,playing bass guitar,decoder_train
nbjXrDmWMQg,184000,192000,mouse pattering,decoder_train
nhxCeq3sg2U,153000,161000,playing hammond organ,decoder_train
nou1eQNbW30,2000,10000,singing bowl,decoder_train
nt9PKJU4LLk,47000,55000,child singing,decoder_train
nzpnWuk3RjU,170000,178000,playing flute,decoder_train
o-HDwb0wIXA,66000,74000,electric grinder grinding,decoder_train
o0Bn4m6dQbI,100000,108000,playing accordion,decoder_train
o3cRTYrLXnk,46000,54000,writing on blackboard with chalk,decoder_train
oD0Xp--xxjE,30000,38000,playing drum kit,decoder_train
oOoxb4Fr65k,0,8000,"engine accelerating, revving, vroom",decoder_train
oSj9IbDiWks,0,8000,ambulance siren,decoder_train
oVcQgIsw2Ac,30000,38000,roller coaster running,decoder_train
oYFvyJtgE2E,108000,116000,bowling impact,decoder_train
oiNhFODWPVk,185000,193000,people slurping,decoder_train
onSfjunyI1A,13000,21000,playing tuning fork,decoder_train
p0c-sBtVkio,187000,195000,playing french horn,decoder_train
pFlcqWQVVuU,55000,63000,children shouting,decoder_train
pWLDewht-Kw,156000,164000,machine gun shooting,decoder_train
pcGbob7fSgE,40000,48000,playing timbales,decoder_train
pfB7MFteFFY,95000,103000,electric grinder grinding,decoder_train
qA1XfVDXoMc,295000,303000,popping popcorn,decoder_train
qFW6oa3jgg8,210000,218000,playing hammond organ,decoder_train
qGcLhHbGrIg,0,8000,playing synthesizer,decoder_train
qJT2h5uGAC0,930000,938000,baby babbling,decoder_train
qTweqjXnIU0,175000,183000,yodelling,decoder_train
qUvHb5szJfs,60000,68000,playing double bass,decoder_train
qadaulWp2m4,64000,72000,chicken crowing,decoder_train
qdfN5FWH1-E,227000,235000,dog barking,decoder_train
qj6xuSzUgUg,382000,390000,"rowboat, canoe, kayak rowing",decoder_train
qoo1sZq09pQ,180000,188000,playing table tennis,decoder_train
qs_-emj1qR4,30000,38000,playing tabla,decoder_train
qu3cJGVvvWs,237000,245000,skateboarding,decoder_train
r1XXnstW6Vk,66000,74000,chopping wood,decoder_train
r4BoQxrLtic,30000,38000,crow cawing,decoder_train
r93h4dD3XRU,20000,28000,civil defense siren,decoder_train
rFtAqf39OeI,86000,94000,frog croaking,decoder_train
rM0mOUPtSpU,60000,68000,wood thrush calling,decoder_train
rTh92nlG9io,30000,38000,cheetah chirrup,decoder_train
rjGjz5DolWA,30000,38000,dog barking,decoder_train
rosiOZ0VIHA,338000,346000,playing badminton,decoder_train
rq4oQdSxrnI,79000,87000,airplane flyby,decoder_train
ryskM4LGrtk,530000,538000,playing tambourine,decoder_train
rysr8w7aTuQ,0,8000,cap gun shooting,decoder_train
s1KjeqZlnIU,296000,304000,"fly, housefly buzzing",decoder_train
s8PkY2iW4e8,30000,38000,goose honking,decoder_train
sKQ6qt6uT18,27000,35000,car engine knocking,decoder_train
sNicRCa4sTI,49000,57000,civil defense siren,decoder_train
scoFHRlgDjs,9000,17000,driving motorcycle,decoder_train
sfXt8h7KAHM,30000,38000,people belly laughing,decoder_train
si_IAMPOXlQ,170000,178000,playing flute,decoder_train
snR9TvRupjU,0,8000,opening or closing drawers,decoder_train
syJs8zsdI8o,34000,42000,playing gong,decoder_train
t5kpBQv8trY,15000,23000,"alligators, crocodiles hissing",decoder_train
tA_NrYVTlps,24000,32000,playing piano,decoder_train
tFLGKmOa0dc,30000,38000,cattle mooing,decoder_train
tGUWSgewh0A,270000,278000,playing bass drum,decoder_train
tTNZYyuU_X4,30000,38000,golf driving,decoder_train
tTsvjXYDwQQ,12000,20000,penguins braying,decoder_train
tUrlSBYq_0o,30000,38000,baby crying,decoder_train
tZFs-kLTpyg,3000,11000,squishing water,decoder_train
u8D5Z_glilQ,1000,9000,playing bassoon,decoder_train
uCWzv5Ss-B0,30000,38000,people coughing,decoder_train
uEMANxR3vwc,338000,346000,police radio chatter,decoder_train
uJ4gkjQ6Jt0,190000,198000,playing theremin,decoder_train
uOOGqzu-I_U,128000,136000,train whistling,decoder_train
uRhiZy8FsSU,30000,38000,playing snare drum,decoder_train
usfT2KJQhAc,48000,56000,playing harp,decoder_train
v2-_uGob4TQ,182000,190000,pheasant crowing,decoder_train
vchsE_Dn7mo,147000,155000,playing saxophone,decoder_train
vd2Ov9nGycg,31000,39000,singing choir,decoder_train
vdh5LqgvSLU,37000,45000,ocean burbling,decoder_train
vuYE5G1C9MQ,25000,33000,sliding door,decoder_train
vyYpxGJr7zI,30000,38000,door slamming,decoder_train
vzY4mHyr-F8,214000,222000,playing drum kit,decoder_train
w2vMywh5Nto,10000,18000,"rowboat, canoe, kayak rowing",decoder_train
w9wfVOg6d1M,6000,14000,beat boxing,decoder_train
wDg2v3NuCoQ,75000,83000,orchestra,decoder_train
wJM6BaJ027w,496000,504000,playing guiro,decoder_train
wMLgi-rb6UM,0,8000,train horning,decoder_train
wOzgCyoi9l8,74000,82000,singing bowl,decoder_train
wTduj6YOVuU,10000,18000,mouse clicking,decoder_train
wVK0m7FDkGs,58000,66000,"bird chirping, tweeting",decoder_train
wVLyIVxZ4PY,533000,541000,"bird chirping, tweeting",decoder_train
wYNKH0Ou9vM,80000,88000,playing squash,decoder_train
wdbIsk487Fw,100000,108000,planing timber,decoder_train
wr72HohtJ6Q,25000,33000,people booing,decoder_train
wuz0curb_hg,180000,188000,cap gun shooting,decoder_train
wvlhGSXTEoE,430000,438000,"bird chirping, tweeting",decoder_train
xIG97I7qRz8,97000,105000,playing bongo,decoder_train
xN-nKHyKx3E,504000,512000,bowling impact,decoder_train
xTDmWAfnFl0,181000,189000,frog croaking,decoder_train
xXGIKM4daMU,30000,38000,striking pool,decoder_train
xX_x4lBDBVU,42000,50000,ripping paper,decoder_train
x_i_FLv7pNA,21000,29000,playing hammond organ,decoder_train
xfGXhVboW9U,50000,58000,tap dancing,decoder_train
xnMI64kXQA8,252000,260000,people belly laughing,decoder_train
xooxjB2CNgE,166000,174000,bouncing on trampoline,decoder_train
xtEfTSC1PKc,187000,195000,frog croaking,decoder_train
xv35vO58cjY,271000,279000,cell phone buzzing,decoder_train
xwDJy7bJurM,277000,285000,black capped chickadee calling,decoder_train
xwrpD8jQupw,81000,89000,chopping food,decoder_train
y9_9tveI1OY,100000,108000,playing snare drum,decoder_train
yGeIkgt-Hr0,19000,27000,playing trumpet,decoder_train
yc4mmvlO39M,30000,38000,lawn mowing,decoder_train
ycOM6mmzeok,494000,502000,footsteps on snow,decoder_train
yy0n-N17n04,10000,18000,playing harmonica,decoder_train
yzPMm0wRN-E,194000,202000,metronome,decoder_train
zBabZOv4dGw,380000,388000,playing trombone,decoder_train
zHmBpBw3Fnw,43000,51000,cat caterwauling,decoder_train
zayC5mUo7sY,100000,108000,police car (siren),decoder_train
zgM0pD0JIqc,0,8000,playing harpsichord,decoder_train
zgmAvQF1ojQ,49000,57000,playing harpsichord,decoder_train
zhFzDzfOCik,111000,119000,police radio chatter,decoder_train
zk4YZ_mbx2c,12000,20000,thunder,decoder_train
zxpo56cpUBU,7000,15000,people booing,decoder_train
---g-f_I2yQ,1000,9000,people marching,decoder_train
--i-y1v8Hy8,0,8000,"male speech, man speaking",decoder_train
-0vPFx-wRRI,30000,38000,people finger snapping,decoder_train
-0yRK50zyTI,30000,38000,fire crackling,decoder_train
-1BtY81-D54,130000,138000,people battle cry,decoder_train
-1EXhfqLLwQ,150000,158000,playing squash,decoder_train
-2sOH8XovEE,484000,492000,playing table tennis,decoder_train
-3Kv4fdm7Uk,30000,38000,playing accordion,decoder_train
-3RH8_aeZkk,105000,113000,sheep bleating,decoder_train
-3b9gwBYXp8,503000,511000,car engine starting,decoder_train
-4kkGS4-qVM,10000,18000,train horning,decoder_train
-4pmCrSdMhg,30000,38000,lions growling,decoder_train
-7IhwezUrUA,590000,598000,eating with cutlery,decoder_train
-7TanrCbmME,30000,38000,gibbon howling,decoder_train
-7YESdyyHVw,10000,18000,"engine accelerating, revving, vroom",decoder_train
-7tYmeOmsRg,58000,66000,people eating crisps,decoder_train
-8cgbhIR_pw,30000,38000,male singing,decoder_train
-BmjFZ1xu5Q,263000,271000,"male speech, man speaking",decoder_train
-By6I234TSs,10000,18000,playing synthesizer,decoder_train
-CZ1LIc8aos,20000,28000,playing hammond organ,decoder_train
-DnZ_ZY3lgA,160000,168000,crow cawing,decoder_train
-HAoExLVs6Q,380000,388000,"railroad car, train wagon",decoder_train
-HMEhGV38GM,216000,224000,toilet flushing,decoder_train
-IZbvEO9wzU,30000,38000,playing sitar,decoder_train
-Igq1W20Gi8,0,8000,playing sitar,decoder_train
-Ii-kc3ufho,106000,114000,police radio chatter,decoder_train
-JGpAlLrSD0,458000,466000,train whistling,decoder_train
-JUBdOr8Hes,30000,38000,female singing,decoder_train
-K-ccLMFE5M,245000,253000,people marching,decoder_train
-K1BRF6qng8,30000,38000,female singing,decoder_train
-M6K3QoHh40,30000,38000,people shuffling,decoder_train
-MIwX2AaUas,158000,166000,chopping food,decoder_train
-N00SskHxS4,529000,537000,playing bugle,decoder_train
-PvlrLjIAYo,9000,17000,parrot talking,decoder_train
-PyXfNxnHKs,110000,118000,eating with cutlery,decoder_train
-Qowmc0P9ic,34000,42000,playing bass drum,decoder_train
-Tok_g_jgE0,268000,276000,rope skipping,decoder_train
-VevyIayGM0,0,8000,playing electric guitar,decoder_train
-Vo4CAMX26U,30000,38000,"cattle, bovinae cowbell",decoder_train
-Wd5YV97ftU,320000,328000,"playing violin, fiddle",decoder_train
-XwtCzUaN1I,160000,168000,"engine accelerating, revving, vroom",decoder_train
-Y8sJDoL1YA,15000,23000,"race car, auto racing",decoder_train
-_f_ClsDxyc,80000,88000,playing clarinet,decoder_train
-aK9JKAGme0,51000,59000,people finger snapping,decoder_train
-aUJLRXkj-Y,118000,126000,"rowboat, canoe, kayak rowing",decoder_train
-b42018ceoE,78000,86000,singing choir,decoder_train
-c6baaENcjA,204000,212000,playing piano,decoder_train
-cA9HsnV1ao,30000,38000,people shuffling,decoder_train
-e4wXAy1iVo,0,8000,cow lowing,decoder_train
-fAVezaAX18,126000,134000,cattle mooing,decoder_train
-fmmdkXn5YA,210000,218000,playing piano,decoder_train
-fz6omiAhZ8,40000,48000,people cheering,decoder_train
-gCqnkIUmp0,140000,148000,playing bass drum,decoder_train
-hA3ZkfDz30,500000,508000,"playing steel guitar, slide guitar",decoder_train
-hJ1YTZ5AGI,30000,38000,"bird chirping, tweeting",decoder_train
-hSwZyPPJTc,75000,83000,playing flute,decoder_train
-hYRFCQdbLg,30000,38000,sliding door,decoder_train
-hedbpc8T0E,30000,38000,singing bowl,decoder_train
-hfAbHHlj44,30000,38000,sharpen knife,decoder_train
-jA7nRwQp_E,30000,38000,spraying water,decoder_train
-jFSYIHh6zc,30000,38000,playing flute,decoder_train
-jZENGDFArw,80000,88000,people clapping,decoder_train
-l-E3kyNcag,150000,158000,lathe spinning,decoder_train
-mKtgDnG0oM,30000,38000,car engine knocking,decoder_train
-miI_C3At4Y,104000,112000,"pigeon, dove cooing",decoder_train
-nDPmlHReow,60000,68000,dinosaurs bellowing,decoder_train
-nJbGyPg6BY,60000,68000,"race car, auto racing",decoder_train
-nQ9a0P1TlY,23000,31000,playing piano,decoder_train
-na-0NBG5Ow,1000,9000,typing on computer keyboard,decoder_train
-oOARU0JwWE,153000,161000,playing bassoon,decoder_train
-oSzD8P2BtU,30000,38000,playing cello,decoder_train
-qtYcqvW_oc,330000,338000,opening or closing drawers,decoder_train
-r2-9oyIzkQ,30000,38000,playing oboe,decoder_train
-r3nM90RCNs,161000,169000,striking pool,decoder_train
-rTTPoBJNI4,123000,131000,ocean burbling,decoder_train
-s5ZidRvnjQ,250000,258000,car engine knocking,decoder_train
-uD3ZbhFTnk,77000,85000,dog howling,decoder_train
-wQ8El8J_dE,30000,38000,civil defense siren,decoder_train
-wnDAPcoPsk,30000,38000,playing hammond organ,decoder_train
-yrglmBmErg,225000,233000,opening or closing car doors,decoder_train
-z4OZ7ls5Bo,540000,548000,playing ukulele,decoder_train
-0pJqpNjft4,267000,275000,cow lowing,decoder_test
-3-4qmWSJXU,30000,38000,thunder,decoder_test
-JUhUI_KvUI,26000,34000,female singing,decoder_test
-Lmibx_Iu_E,173000,181000,playing harmonica,decoder_test
-T8L4SVm3u0,1000,9000,footsteps on snow,decoder_test
-fAGzY9rnaA,30000,38000,chicken crowing,decoder_test
-kWlE2dkoxc,170000,178000,playing electric guitar,decoder_test
-lPXTBXa0tE,30000,38000,"railroad car, train wagon",decoder_test
-zwjoyBo2s8,285000,293000,mynah bird singing,decoder_test
2laUv3y7OfA,30000,38000,dog howling,decoder_test
2rK6HBRC8HQ,40000,48000,"female speech, woman speaking",decoder_test
34f6a05F1rk,76000,84000,people sniggering,decoder_test
3AzacBprTzU,60000,68000,dog barking,decoder_test
3FNTvu5iROw,76000,84000,"bird chirping, tweeting",decoder_test
3R0dqfaiV3M,0,8000,wind noise,decoder_test
3kaCL9Zu7NY,230000,238000,playing electric guitar,decoder_test
4gFbCdHle0w,30000,38000,airplane,decoder_test
5bU5bCN2y54,46000,54000,people babbling,decoder_test
5uanE7YxW0E,0,8000,playing electronic organ,decoder_test
61krHyjf-ac,176000,184000,cap gun shooting,decoder_test
680o8EChP_o,105000,113000,striking pool,decoder_test
7761uBKNpd8,30000,38000,"female speech, woman speaking",decoder_test
AScmP_vDPhs,1000,9000,mouse clicking,decoder_test
AYf9HocxFdk,54000,62000,"electric shaver, electric razor shaving",decoder_test
ApgCxwAImCE,30000,38000,people farting,decoder_test
AzhAMscTxyc,30000,38000,"motorboat, speedboat acceleration",decoder_test
BbWdsbZ9TsM,130000,138000,people booing,decoder_test
BjR_ixR8TUw,30000,38000,playing piano,decoder_test
Bw_fNvTp6jg,30000,38000,playing erhu,decoder_test
CX-gGuT3iEs,230000,238000,playing lacrosse,decoder_test
Db3VBTvUp_k,30000,38000,sharpen knife,decoder_test
jaI41fTAM54,30000,38000,snake rattling,decoder_test
lAznHBBQkp4,30000,38000,"female speech, woman speaking",decoder_test
mXhgTalUktk,540000,548000,"playing steel guitar, slide guitar",decoder_test
nfitcQXx-Y0,20000,28000,scuba diving,decoder_test
pjtJGwhmi9I,66000,74000,"bee, wasp, etc. buzzing",decoder_test
ptw48aDb4Ms,124000,132000,playing castanets,decoder_test
q6Fcpz4du20,311000,319000,planing timber,decoder_test
qEBAFHQkGnc,164000,172000,popping popcorn,decoder_test
qMKO8bQpzMg,90000,98000,playing flute,decoder_test
qaZYMjKrUCo,460000,468000,"fly, housefly buzzing",decoder_test
qjHoWdDb4lM,27000,35000,splashing water,decoder_test
qqhkKtXCiEs,112000,120000,tapping guitar,decoder_test
qtnE1hnCD0M,30000,38000,civil defense siren,decoder_test
uKqFWsVI250,71000,79000,airplane,decoder_test
viYxkl1BW9U,100000,108000,"railroad car, train wagon",decoder_test
xC01ty1ngVQ,2000,10000,alarm clock ringing,decoder_test
zZgNyJ4eQwk,22000,30000,fire truck siren,decoder_test
zra3SOgAsyg,31000,39000,chimpanzee pant-hooting,decoder_test
zzqrZOq928w,55000,63000,train horning,decoder_test
